Beneficiary ID,Age,Gender,State,District,Program Category,Enrollment Date,Program Completion Status,Attendance Percentage,Training Hours,Funds Allocated,Funds Utilized,Volunteer Count,Satisfaction Score,Employment Obtained After Training (Yes/No),Monthly Donation Amount,Donor Type,Event Participation Count
BEN-02913,20,Female,Uttar Pradesh,Lucknow,Digital Literacy,2022-02-08,Completed,79.5,69,8700.0,7565.42,10,4.0,No,0.0,None,2
BEN-02914,35,Female,Uttar Pradesh,Kanpur,Health Awareness,2023-11-12,Completed,75.48,12,2000.0,1874.02,4,,No,0.0,None,7
BEN-02915,34,Male,Maharashtra,Pune,Skill Development,2022-07-13,Completed,64.59,176,22600.0,21339.89,8,3.0,No,0.0,None,2
BEN-02916,46,Female,Uttar Pradesh,Varanasi,Education,2025-04-08,Completed,88.99,63,7300.0,5596.41,7,4.0,No,7300.0,Corporate,0
BEN-02917,26,Female,Maharashtra,Mumbai,Health Awareness,2025-08-01,Completed,81.64,9,1600.0,1308.39,3,5.0,No,0.0,None,2
BEN-02918,34,Male,Uttar Pradesh,Kanpur,Skill Development,2023-09-11,Completed,78.24,215,25400.0,21866.49,7,3.0,No,29300.0,CSR,4
BEN-02919,28,Male,Maharashtra,Nagpur,Education,2024-03-29,Completed,52.68,75,8700.0,6848.36,8,3.0,No,0.0,None,2
BEN-02920,40,Female,Uttar Pradesh,Noida,Health Awareness,2025-11-07,Ongoing,82.74,11,2300.0,2076.98,3,,No,2800.0,CSR,6
BEN-02921,20,Female,West Bengal,Howrah,Skill Development,2024-05-05,Completed,81.29,209,26200.0,23758.19,10,5.0,Yes,0.0,None,4
BEN-02922,35,Male,Karnataka,Bangalore,Education,2025-12-25,Ongoing,78.7,75,9300.0,8178.02,2,,No,0.0,None,2
BEN-02923,26,Female,Uttar Pradesh,Varanasi,Digital Literacy,2022-04-14,Completed,71.42,63,8400.0,8217.98,6,3.0,No,8400.0,CSR,1
BEN-02924,27,Female,Uttar Pradesh,Lucknow,Digital Literacy,2025-07-21,Completed,70.09,60,6100.0,5304.9,10,4.0,No,0.0,None,2
BEN-02925,28,Female,Delhi,New Delhi,Skill Development,2024-03-06,Completed,93.09,198,16700.0,13657.99,10,,No,17000.0,Corporate,4
BEN-02926,30,Male,Uttar Pradesh,Noida,Skill Development,2021-04-07,Completed,73.72,168,28800.0,25674.36,3,3.0,No,0.0,None,1
BEN-02927,26,Male,Maharashtra,Nagpur,Women Empowerment,2025-11-29,Ongoing,83.64,110,16300.0,13013.69,2,,No,0.0,None,0
BEN-02928,30,Male,Uttar Pradesh,Lucknow,Health Awareness,2025-11-20,Ongoing,96.14,12,3000.0,3038.09,7,,No,0.0,None,2
BEN-02929,43,Female,West Bengal,Kolkata,Education,2023-08-31,Completed,60.7,74,7400.0,6640.85,1,4.0,No,0.0,None,2
BEN-02930,37,Female,Karnataka,Bangalore,Women Empowerment,2025-11-08,Ongoing,72.18,134,12900.0,11229.86,6,,No,0.0,None,4
BEN-02931,36,Male,Maharashtra,Mumbai,Digital Literacy,2022-04-11,Completed,84.55,74,9300.0,8590.4,4,5.0,Yes,2100.0,Individual,1
BEN-02932,23,Female,Maharashtra,Mumbai,Skill Development,2024-11-28,Completed,89.01,213,18600.0,15482.25,3,4.0,Yes,23600.0,CSR,5
BEN-02933,19,Non-binary,West Bengal,Howrah,Digital Literacy,2022-08-13,Completed,81.07,68,11700.0,12244.52,10,4.0,No,11400.0,Corporate,2
BEN-02934,37,Male,West Bengal,Howrah,Digital Literacy,2022-12-12,Completed,86.01,64,6800.0,5252.71,1,4.0,No,0.0,None,1
BEN-02935,36,Female,West Bengal,Howrah,Skill Development,2025-04-08,Dropped Out,51.86,189,27300.0,22874.57,6,1.0,No,27300.0,Government,3
BEN-02936,42,Male,Uttar Pradesh,Noida,Health Awareness,2023-08-20,Completed,88.75,12,3200.0,2930.23,9,4.0,No,3800.0,Corporate,1
BEN-02937,21,Female,Uttar Pradesh,Noida,Education,2021-02-01,Completed,54.76,96,5900.0,5376.69,4,,No,6100.0,CSR,3
BEN-02938,25,Male,Delhi,New Delhi,Health Awareness,2023-10-23,Completed,62.81,11,1500.0,1568.32,1,3.0,No,0.0,None,3
BEN-02939,15,Female,Maharashtra,Nagpur,Health Awareness,2022-11-02,Completed,84.26,10,1700.0,1516.84,3,4.0,No,2000.0,CSR,7
BEN-02940,24,Female,Uttar Pradesh,Kanpur,Education,2024-12-03,Completed,82.94,70,6500.0,5848.07,3,,No,0.0,None,2
BEN-02941,37,Male,Uttar Pradesh,Noida,Health Awareness,2022-08-19,Completed,64.29,11,2600.0,2120.44,3,4.0,No,2400.0,CSR,4
BEN-02942,23,Male,Karnataka,Mysore,Health Awareness,2025-06-26,Completed,95.99,10,2300.0,1967.91,5,4.0,No,2300.0,Government,0
BEN-02943,34,Female,Karnataka,Bangalore,Skill Development,2023-01-23,Completed,73.01,233,16200.0,14560.08,6,4.0,No,14700.0,Corporate,1
BEN-02944,26,Male,Maharashtra,Pune,Education,2023-09-17,Completed,69.6,81,8800.0,7172.22,9,4.0,No,8300.0,Corporate,5
BEN-02945,31,Female,Karnataka,Mysore,Education,2023-03-26,Completed,81.05,87,8400.0,7248.64,7,4.0,No,0.0,None,2
BEN-02946,16,Female,Maharashtra,Pune,Women Empowerment,2024-10-09,Completed,77.1,116,14000.0,12540.96,2,3.0,No,0.0,None,1
BEN-02947,28,Female,Karnataka,Bangalore,Digital Literacy,2021-12-24,Completed,100.0,53,8100.0,7840.81,9,4.0,Yes,1000.0,Individual,3
BEN-02948,15,Female,Maharashtra,Nagpur,Health Awareness,2024-02-05,Completed,94.61,10,1900.0,1239.0,7,5.0,No,2000.0,CSR,2
BEN-02949,26,Female,Uttar Pradesh,Varanasi,Skill Development,2023-06-04,Completed,76.84,181,15500.0,14187.22,3,3.0,No,0.0,None,0
BEN-02950,15,Female,Maharashtra,Mumbai,Skill Development,2025-08-17,Completed,65.21,206,25100.0,20374.45,1,3.0,No,0.0,None,3
BEN-02951,40,Female,Maharashtra,Nagpur,Skill Development,2021-10-01,Completed,62.03,210,18200.0,16594.04,10,4.0,No,1000.0,Individual,1
BEN-02952,35,Female,Maharashtra,Nagpur,Education,2025-06-11,Completed,60.14,84,8500.0,8688.53,8,4.0,No,0.0,None,3
BEN-02953,32,Female,Uttar Pradesh,Lucknow,Skill Development,2022-06-17,Completed,96.05,170,27500.0,25670.02,4,5.0,Yes,28900.0,CSR,0
BEN-02954,43,Male,West Bengal,Kolkata,Skill Development,2021-11-17,Completed,62.78,199,27200.0,20784.18,7,4.0,No,30900.0,CSR,2
BEN-02955,18,Female,Uttar Pradesh,Noida,Skill Development,2022-09-06,Completed,65.61,179,24600.0,20414.0,7,3.0,No,24600.0,Government,1
BEN-02956,45,Male,Uttar Pradesh,Lucknow,Digital Literacy,2021-12-28,Completed,77.97,62,10300.0,8662.0,10,3.0,No,10300.0,Government,2
BEN-02957,37,Male,Maharashtra,Pune,Women Empowerment,2024-04-12,Completed,72.51,125,23700.0,23368.6,4,3.0,No,23700.0,Government,5
BEN-02958,25,Male,Maharashtra,Mumbai,Women Empowerment,2025-12-17,Ongoing,86.02,105,17100.0,14978.03,2,,No,0.0,None,2
BEN-02959,39,Male,Maharashtra,Pune,Education,2021-05-21,Completed,81.1,87,6500.0,4671.07,7,4.0,No,0.0,None,4
BEN-02960,16,Male,Karnataka,Mysore,Digital Literacy,2024-01-09,Dropped Out,54.64,74,6300.0,5369.63,2,3.0,No,0.0,None,0
BEN-02961,19,Female,Maharashtra,Pune,Health Awareness,2023-09-05,Dropped Out,78.18,13,1500.0,970.7,2,1.0,No,0.0,None,4
BEN-02962,21,Female,Delhi,South Delhi,Digital Literacy,2023-06-13,Dropped Out,59.95,59,10600.0,9543.91,10,1.0,No,9200.0,Corporate,3
BEN-02963,22,Male,Delhi,New Delhi,Skill Development,2023-05-30,Completed,73.6,193,26500.0,21836.71,5,3.0,No,0.0,None,1
BEN-02964,17,Male,Uttar Pradesh,Kanpur,Skill Development,2025-08-30,Completed,74.36,195,28900.0,23459.36,2,4.0,No,31500.0,Corporate,0
BEN-02965,40,Male,Maharashtra,Mumbai,Skill Development,2021-03-23,Completed,59.43,184,20600.0,16621.11,3,4.0,No,0.0,None,3
BEN-02966,25,Female,Karnataka,Mysore,Education,2025-04-03,Completed,60.31,82,6200.0,5829.35,10,3.0,No,8000.0,CSR,2
BEN-02967,31,Male,Uttar Pradesh,Noida,Women Empowerment,2022-12-25,Completed,75.72,106,13200.0,9775.67,3,3.0,No,0.0,None,4
BEN-02968,22,Female,Maharashtra,Pune,Digital Literacy,2023-08-31,Completed,80.22,48,8500.0,7643.31,2,4.0,Yes,2100.0,Individual,2
BEN-02969,15,Female,West Bengal,Howrah,Education,2023-11-02,Completed,65.18,81,9900.0,8507.61,1,4.0,No,0.0,None,2
BEN-02970,30,Female,Maharashtra,Nagpur,Education,2023-04-08,Completed,83.53,80,6700.0,6011.5,7,4.0,No,6400.0,CSR,2
BEN-02971,15,Male,Maharashtra,Nagpur,Health Awareness,2021-12-01,Completed,80.57,11,1900.0,1610.82,1,5.0,No,0.0,None,1
BEN-02972,27,Male,West Bengal,Kolkata,Skill Development,2022-01-30,Completed,81.56,174,25000.0,23000.93,4,5.0,Yes,23700.0,Corporate,4
BEN-02973,15,Female,Uttar Pradesh,Kanpur,Women Empowerment,2023-03-26,Completed,66.74,123,14900.0,13049.5,4,3.0,No,0.0,None,3
BEN-02974,47,Male,Uttar Pradesh,Varanasi,Women Empowerment,2025-06-01,Dropped Out,64.39,108,23500.0,21404.5,2,3.0,No,23500.0,Government,2
BEN-02975,37,Female,Karnataka,Mysore,Skill Development,2022-03-25,Completed,75.27,197,27000.0,21234.41,1,3.0,No,27200.0,Corporate,3
BEN-02976,29,Female,Karnataka,Bangalore,Health Awareness,2025-02-20,Completed,68.67,14,3200.0,2387.23,5,3.0,No,2400.0,Individual,3
BEN-02977,40,Female,Maharashtra,Nagpur,Skill Development,2023-03-08,Completed,60.08,213,17500.0,14675.56,9,4.0,No,21200.0,CSR,2
BEN-02978,19,Female,Maharashtra,Nagpur,Digital Literacy,2025-08-16,Completed,85.23,51,7000.0,5068.22,9,5.0,Yes,0.0,None,4
BEN-02979,33,Female,Karnataka,Bangalore,Health Awareness,2023-11-16,Completed,82.12,10,2300.0,1947.82,10,4.0,No,0.0,None,0
BEN-02980,29,Female,Delhi,New Delhi,Digital Literacy,2022-06-27,Completed,90.91,60,6600.0,5381.26,1,5.0,Yes,700.0,Individual,4
BEN-02981,30,Male,Uttar Pradesh,Lucknow,Education,2025-12-14,Ongoing,98.45,68,6600.0,6933.22,3,,No,0.0,None,4
BEN-02982,40,Male,Uttar Pradesh,Kanpur,Education,2022-07-08,Completed,63.36,63,7800.0,6356.54,7,3.0,No,0.0,None,4
BEN-02983,35,Female,Maharashtra,Mumbai,Education,2024-06-22,Completed,80.12,84,5900.0,5846.78,3,4.0,No,0.0,None,3
BEN-02984,30,Female,Karnataka,Bangalore,Skill Development,2024-06-24,Completed,85.72,206,18100.0,15513.48,9,,No,2800.0,Individual,1
BEN-02985,15,Female,Karnataka,Mysore,Digital Literacy,2023-08-12,Dropped Out,58.58,62,9300.0,8423.95,4,3.0,No,0.0,None,2
BEN-02986,18,Male,West Bengal,Kolkata,Skill Development,2025-11-05,Ongoing,83.29,205,29100.0,21522.15,2,,No,2000.0,Individual,3
BEN-02987,26,Female,Karnataka,Mysore,Health Awareness,2025-06-28,Completed,69.25,11,1700.0,1317.82,2,,No,0.0,None,2
BEN-02988,28,Female,Maharashtra,Mumbai,Skill Development,2025-06-11,Completed,65.97,186,18200.0,18074.48,3,3.0,No,0.0,None,3
BEN-02989,16,Male,Maharashtra,Nagpur,Skill Development,2025-12-01,Ongoing,64.56,210,20300.0,16890.46,4,,No,20300.0,Government,1
BEN-02990,52,Male,Karnataka,Mysore,Digital Literacy,2024-01-02,Completed,80.05,69,7000.0,6741.99,9,4.0,Yes,0.0,None,2
BEN-02991,43,Female,Delhi,South Delhi,Skill Development,2021-12-12,Completed,86.26,189,21000.0,18796.31,1,4.0,No,0.0,None,2
BEN-02992,34,Female,Maharashtra,Mumbai,Health Awareness,2025-03-21,Completed,87.94,10,2100.0,1649.36,3,4.0,No,2200.0,CSR,5
BEN-02993,28,Female,Uttar Pradesh,Noida,Education,2023-08-26,Completed,77.68,70,6900.0,5575.96,4,3.0,No,0.0,None,1
BEN-02994,25,Male,West Bengal,Kolkata,Digital Literacy,2022-08-10,Completed,64.2,54,8800.0,7122.88,2,3.0,No,0.0,None,2
BEN-02995,18,Female,Maharashtra,Pune,Women Empowerment,2024-02-13,Completed,100.0,122,12900.0,11459.94,6,5.0,No,0.0,None,2
BEN-02996,28,Female,Maharashtra,Pune,Health Awareness,2025-10-05,Completed,93.5,9,3100.0,2939.1,10,4.0,No,0.0,None,0
BEN-02997,30,Male,Delhi,New Delhi,Education,2022-06-26,Completed,81.53,83,8200.0,7145.43,9,4.0,No,0.0,None,4
BEN-02998,15,Female,Delhi,New Delhi,Skill Development,2025-07-04,Completed,77.38,212,20500.0,17596.22,7,4.0,No,0.0,None,1
BEN-02999,31,Female,Uttar Pradesh,Varanasi,Digital Literacy,2023-10-30,Completed,70.1,49,6400.0,5701.72,8,3.0,No,0.0,None,1
BEN-03000,26,Female,Karnataka,Bangalore,Digital Literacy,2022-03-31,Completed,87.3,54,7300.0,5451.02,7,5.0,Yes,7300.0,Government,4
BEN-03001,15,Female,Uttar Pradesh,Lucknow,Education,2025-07-04,Completed,97.66,80,6500.0,5391.94,10,4.0,No,0.0,None,5
BEN-03002,19,Female,Uttar Pradesh,Noida,Skill Development,2025-11-26,Ongoing,62.59,197,24000.0,18490.27,5,,No,0.0,None,4
BEN-03003,23,Female,Maharashtra,Nagpur,Skill Development,2023-03-13,Completed,67.98,210,29700.0,26150.04,2,4.0,No,0.0,None,1
BEN-03004,46,Female,Delhi,South Delhi,Education,2023-04-06,Completed,93.58,78,5500.0,5287.95,10,5.0,No,0.0,None,3
BEN-03005,33,Female,West Bengal,Howrah,Health Awareness,2023-09-12,Completed,71.78,13,2600.0,2032.9,2,3.0,No,0.0,None,3
BEN-03006,15,Male,Karnataka,Mysore,Education,2025-05-22,Completed,74.84,77,10000.0,8671.78,6,4.0,No,0.0,None,1
BEN-03007,32,Female,West Bengal,Kolkata,Skill Development,2021-02-15,Completed,73.25,180,27800.0,29151.21,10,3.0,No,30100.0,Corporate,2
BEN-03008,15,Female,Uttar Pradesh,Lucknow,Women Empowerment,2022-10-24,Completed,97.21,107,14200.0,15526.05,9,5.0,No,0.0,None,2
BEN-03009,38,Male,Uttar Pradesh,Noida,Skill Development,2025-01-02,Completed,68.44,214,29400.0,24920.54,8,3.0,No,0.0,None,2
BEN-03010,23,Male,Maharashtra,Nagpur,Health Awareness,2023-10-09,Completed,75.23,12,2700.0,2474.62,3,4.0,No,0.0,None,2
BEN-03011,27,Male,Uttar Pradesh,Kanpur,Digital Literacy,2023-05-27,Completed,64.01,63,11900.0,9955.51,6,4.0,No,0.0,None,3
BEN-03012,41,Female,Karnataka,Bangalore,Education,2025-08-02,Completed,76.75,84,8500.0,6892.13,9,3.0,No,0.0,None,1
BEN-03013,15,Female,Delhi,New Delhi,Health Awareness,2025-09-25,Completed,100.0,9,2900.0,2673.44,10,4.0,No,0.0,None,1
BEN-03014,15,Male,West Bengal,Howrah,Education,2025-10-31,Completed,69.56,70,9900.0,8762.77,3,3.0,No,0.0,None,1
BEN-03015,22,Male,Uttar Pradesh,Noida,Skill Development,2023-02-04,Completed,65.57,179,25400.0,22098.53,5,3.0,No,2000.0,Individual,3
BEN-03016,38,Female,Maharashtra,Mumbai,Education,2025-09-20,Completed,92.03,73,6700.0,6043.99,6,5.0,No,5900.0,Corporate,1
BEN-03017,15,Male,Maharashtra,Pune,Education,2025-02-12,Completed,80.44,76,8200.0,6780.4,7,4.0,No,7500.0,Corporate,1
BEN-03018,15,Female,Uttar Pradesh,Varanasi,Skill Development,2022-05-15,Completed,58.92,219,28300.0,24635.53,8,3.0,No,23100.0,Corporate,0
BEN-03019,23,Non-binary,Maharashtra,Pune,Skill Development,2024-08-23,Completed,85.68,223,19800.0,16846.3,8,,No,0.0,None,2
BEN-03020,33,Male,Maharashtra,Pune,Digital Literacy,2021-04-21,Completed,71.53,58,11100.0,7855.47,3,4.0,No,0.0,None,6
BEN-03021,40,Male,Maharashtra,Nagpur,Health Awareness,2025-01-05,Completed,60.57,11,2500.0,2557.8,7,4.0,No,0.0,None,1
BEN-03022,23,Male,Maharashtra,Nagpur,Digital Literacy,2025-02-08,Completed,68.26,55,8000.0,6736.59,2,4.0,No,2900.0,Individual,3
BEN-03023,23,Male,Uttar Pradesh,Varanasi,Women Empowerment,2025-04-21,Dropped Out,83.24,121,19900.0,17914.93,8,1.0,No,0.0,None,2
BEN-03024,39,Female,Maharashtra,Pune,Education,2022-06-29,Completed,91.45,81,7900.0,6487.44,9,5.0,No,0.0,None,3
BEN-03025,15,Female,Uttar Pradesh,Kanpur,Skill Development,2024-09-17,Completed,79.74,216,20700.0,19151.59,5,4.0,No,0.0,None,6
BEN-03026,24,Female,Uttar Pradesh,Varanasi,Skill Development,2022-07-14,Completed,77.82,215,24600.0,23073.66,5,4.0,No,0.0,None,0
BEN-03027,29,Female,Uttar Pradesh,Noida,Skill Development,2025-10-30,Completed,86.47,153,18500.0,18863.55,7,4.0,Yes,0.0,None,3
BEN-03028,32,Male,Uttar Pradesh,Lucknow,Women Empowerment,2024-11-21,Completed,76.24,118,19600.0,17041.66,10,4.0,No,20700.0,CSR,3
BEN-03029,22,Female,Maharashtra,Mumbai,Skill Development,2021-12-07,Completed,83.59,227,29800.0,27370.39,2,4.0,No,0.0,None,2
BEN-03030,28,Female,Uttar Pradesh,Noida,Skill Development,2022-08-02,Completed,75.37,191,18500.0,14572.94,5,4.0,No,1500.0,Individual,4
BEN-03031,15,Male,Maharashtra,Nagpur,Education,2024-11-05,Dropped Out,51.14,89,8100.0,7823.94,4,3.0,No,9400.0,Corporate,3
BEN-03032,21,Male,Delhi,New Delhi,Education,2024-02-03,Completed,74.29,77,9500.0,7632.83,2,4.0,No,0.0,None,1
BEN-03033,32,Female,Delhi,New Delhi,Education,2025-02-11,Completed,61.19,81,6500.0,6145.34,10,4.0,No,0.0,None,3
BEN-03034,18,Female,Karnataka,Bangalore,Education,2023-02-20,Completed,87.02,70,8700.0,6851.37,5,4.0,No,0.0,None,3
BEN-03035,28,Female,Maharashtra,Mumbai,Health Awareness,2024-10-29,Completed,67.42,10,3000.0,2391.05,9,3.0,No,0.0,None,3
BEN-03036,32,Male,Maharashtra,Pune,Education,2022-07-09,Completed,74.78,85,8100.0,6676.46,6,3.0,No,0.0,None,1
BEN-03037,24,Female,Karnataka,Mysore,Health Awareness,2024-05-17,Completed,62.18,13,1600.0,1220.73,1,3.0,No,0.0,None,3
BEN-03038,29,Male,Maharashtra,Pune,Skill Development,2025-11-12,Ongoing,66.88,200,20600.0,19856.46,8,,No,0.0,None,4
BEN-03039,18,Female,Delhi,South Delhi,Education,2024-09-17,Completed,84.05,70,6500.0,5033.81,7,4.0,No,0.0,None,5
BEN-03040,25,Female,Maharashtra,Mumbai,Health Awareness,2021-07-16,Completed,74.9,12,1800.0,1865.07,1,3.0,No,0.0,None,3
BEN-03041,34,Male,Maharashtra,Nagpur,Women Empowerment,2025-12-18,Ongoing,73.15,135,14700.0,14927.68,5,,No,14700.0,Government,4
BEN-03042,29,Female,Karnataka,Mysore,Education,2022-05-21,Completed,77.56,93,5200.0,4416.86,6,3.0,No,0.0,None,2
BEN-03043,22,Female,Uttar Pradesh,Noida,Digital Literacy,2025-01-18,Dropped Out,55.46,58,11500.0,8812.35,1,3.0,No,1900.0,Individual,2
BEN-03044,30,Female,Uttar Pradesh,Kanpur,Education,2024-04-30,Completed,85.39,66,8000.0,7291.03,4,4.0,No,1900.0,Individual,0
BEN-03045,35,Female,Uttar Pradesh,Varanasi,Education,2023-03-19,Completed,89.65,86,9700.0,8161.18,6,4.0,No,0.0,None,4
BEN-03046,15,Female,Maharashtra,Pune,Health Awareness,2022-07-10,Completed,85.17,11,3000.0,2530.25,10,5.0,No,0.0,None,3
BEN-03047,39,Female,Uttar Pradesh,Varanasi,Health Awareness,2022-07-11,Completed,71.64,13,2200.0,1662.03,5,3.0,No,2500.0,Corporate,3
BEN-03048,24,Female,Maharashtra,Mumbai,Skill Development,2025-07-16,Completed,69.95,205,19200.0,16108.56,9,3.0,No,0.0,None,3
BEN-03049,32,Female,Karnataka,Bangalore,Education,2025-08-03,Completed,60.5,72,8200.0,7328.91,1,4.0,No,0.0,None,1
BEN-03050,39,Male,Karnataka,Bangalore,Digital Literacy,2024-01-15,Completed,81.79,60,10600.0,10346.44,6,4.0,No,1000.0,Individual,1
BEN-03051,15,Male,Maharashtra,Nagpur,Skill Development,2021-12-31,Dropped Out,56.1,226,22800.0,20686.55,1,3.0,No,22800.0,Government,3
BEN-03052,20,Female,West Bengal,Howrah,Education,2025-08-17,Completed,89.8,78,9900.0,8518.31,7,5.0,No,0.0,None,3
BEN-03053,25,Male,Maharashtra,Nagpur,Skill Development,2024-02-19,Completed,74.01,179,24700.0,21899.3,2,4.0,No,0.0,None,7
BEN-03054,20,Female,Maharashtra,Nagpur,Digital Literacy,2023-12-03,Dropped Out,83.16,50,7700.0,6266.35,4,2.0,No,6800.0,Corporate,0
BEN-03055,45,Female,Karnataka,Bangalore,Education,2023-10-11,Completed,82.23,73,5100.0,4712.15,7,5.0,No,0.0,None,0
BEN-03056,19,Female,Delhi,New Delhi,Health Awareness,2023-07-29,Completed,67.3,11,3200.0,2629.42,10,4.0,No,0.0,None,1
BEN-03057,22,Female,Delhi,South Delhi,Women Empowerment,2024-04-20,Completed,94.33,129,16300.0,13394.0,9,5.0,No,16300.0,Government,3
BEN-03058,30,Female,Uttar Pradesh,Noida,Skill Development,2024-08-15,Completed,62.27,177,18600.0,17348.09,7,3.0,No,0.0,None,3
BEN-03059,15,Female,Maharashtra,Mumbai,Health Awareness,2024-01-18,Completed,63.96,13,2600.0,2168.67,9,3.0,No,0.0,None,4
BEN-03060,24,Male,Karnataka,Bangalore,Digital Literacy,2025-09-01,Completed,90.2,51,11400.0,9696.56,2,4.0,Yes,0.0,None,2
BEN-03061,31,Male,Maharashtra,Pune,Education,2023-05-03,Completed,72.56,98,8300.0,8454.7,7,3.0,No,0.0,None,2
BEN-03062,24,Female,Delhi,South Delhi,Education,2024-07-07,Completed,71.93,93,6200.0,4554.47,1,3.0,No,0.0,None,2
BEN-03063,27,Male,Maharashtra,Nagpur,Digital Literacy,2023-03-30,Completed,100.0,60,10100.0,9469.48,7,4.0,No,0.0,None,1
BEN-03064,22,Male,Karnataka,Bangalore,Women Empowerment,2025-03-06,Completed,66.3,100,21400.0,18692.84,1,4.0,No,0.0,None,4
BEN-03065,15,Male,Uttar Pradesh,Varanasi,Skill Development,2021-12-26,Completed,88.53,198,24100.0,21826.11,5,5.0,Yes,0.0,None,4
BEN-03066,31,Female,Maharashtra,Pune,Women Empowerment,2022-08-06,Completed,80.79,115,17000.0,14819.27,3,4.0,No,0.0,None,2
BEN-03067,45,Female,Uttar Pradesh,Noida,Health Awareness,2025-05-06,Completed,77.72,10,2100.0,1774.99,7,4.0,No,0.0,None,2
BEN-03068,28,Female,Delhi,New Delhi,Health Awareness,2022-07-24,Completed,87.82,12,2400.0,1908.17,7,5.0,No,2900.0,Individual,0
BEN-03069,30,Female,Delhi,South Delhi,Digital Literacy,2024-09-14,Completed,84.1,55,6000.0,5512.48,6,,No,5800.0,CSR,2
BEN-03070,34,Male,Uttar Pradesh,Kanpur,Skill Development,2025-11-26,Ongoing,90.0,185,28000.0,27242.86,7,,No,2600.0,Individual,3
BEN-03071,15,Female,Delhi,New Delhi,Skill Development,2024-04-15,Completed,82.6,195,16000.0,13480.61,3,5.0,No,0.0,None,1
BEN-03072,45,Female,Maharashtra,Mumbai,Women Empowerment,2022-08-03,Completed,72.71,113,14500.0,12578.03,10,4.0,Yes,1500.0,Individual,3
BEN-03073,30,Male,Uttar Pradesh,Kanpur,Skill Development,2023-05-09,Completed,78.97,241,24500.0,22033.58,3,4.0,No,2900.0,Individual,1
BEN-03074,44,Male,Maharashtra,Mumbai,Women Empowerment,2025-06-03,Completed,70.26,113,13800.0,10694.28,3,3.0,Yes,0.0,None,2
BEN-03075,20,Female,Uttar Pradesh,Noida,Skill Development,2023-07-05,Completed,71.1,208,18100.0,15789.56,2,4.0,No,0.0,None,6
BEN-03076,46,Male,Maharashtra,Mumbai,Education,2025-01-26,Completed,83.75,81,5500.0,4221.71,4,5.0,No,5500.0,Government,3
BEN-03077,35,Female,Maharashtra,Mumbai,Skill Development,2025-04-06,Completed,93.39,207,23900.0,20328.28,8,5.0,No,0.0,None,2
BEN-03078,33,Female,Delhi,New Delhi,Women Empowerment,2024-03-13,Completed,89.39,125,22800.0,21431.05,8,5.0,Yes,0.0,None,2
BEN-03079,30,Female,Karnataka,Bangalore,Health Awareness,2025-04-13,Completed,67.83,13,3400.0,2737.09,5,4.0,No,0.0,None,6
BEN-03080,25,Male,Delhi,New Delhi,Skill Development,2023-05-02,Completed,83.34,205,18500.0,15540.45,6,5.0,Yes,0.0,None,1
BEN-03081,40,Male,Uttar Pradesh,Noida,Education,2024-04-05,Completed,91.62,81,5400.0,4968.48,6,4.0,No,0.0,None,5
BEN-03082,29,Female,West Bengal,Howrah,Skill Development,2024-12-07,Completed,80.21,201,25900.0,25384.86,9,4.0,Yes,2500.0,Individual,2
BEN-03083,15,Female,Delhi,South Delhi,Health Awareness,2022-06-18,Completed,88.18,11,2100.0,1950.76,8,4.0,No,0.0,None,3
BEN-03084,16,Female,Uttar Pradesh,Lucknow,Skill Development,2023-02-06,Dropped Out,58.27,181,25800.0,22498.93,5,1.0,No,25800.0,Government,5
BEN-03085,26,Female,Karnataka,Mysore,Women Empowerment,2024-10-21,Completed,88.3,119,15200.0,14361.02,3,4.0,No,0.0,None,4
BEN-03086,31,Female,Uttar Pradesh,Lucknow,Skill Development,2024-10-25,Completed,94.77,204,17600.0,13942.56,1,5.0,Yes,16100.0,CSR,0
BEN-03087,27,Female,Maharashtra,Mumbai,Education,2024-02-29,Completed,76.52,83,6200.0,5188.15,3,3.0,No,7600.0,CSR,3
BEN-03088,40,Male,Maharashtra,Mumbai,Health Awareness,2025-04-29,Completed,83.39,12,2100.0,1844.95,2,5.0,No,0.0,None,4
BEN-03089,15,Male,Maharashtra,Mumbai,Education,2024-02-12,Completed,72.78,78,7200.0,6049.52,4,3.0,No,7800.0,Corporate,2
BEN-03090,29,Female,Karnataka,Mysore,Skill Development,2025-08-13,Dropped Out,55.62,198,24500.0,23061.04,8,2.0,No,0.0,None,3
BEN-03091,15,Female,Maharashtra,Mumbai,Education,2025-02-11,Completed,74.15,75,6400.0,5339.28,9,3.0,No,6400.0,Government,0
BEN-03092,35,Female,Uttar Pradesh,Lucknow,Education,2023-04-27,Completed,86.87,82,8900.0,8327.47,10,5.0,No,0.0,None,0
BEN-03093,27,Female,West Bengal,Howrah,Skill Development,2023-09-21,Completed,70.66,195,16200.0,13367.07,6,3.0,No,18300.0,CSR,2
BEN-03094,32,Male,West Bengal,Kolkata,Skill Development,2024-11-11,Completed,62.37,203,29600.0,27979.91,3,4.0,No,28300.0,CSR,5
